Citing,Cited
US06009841,US04777915
US06009841,US04831973
US06009841,US05070826
US06009841,US05074259
US06009841,US05095856
US06009841,US05115772
US06009841,US05131624
US06009841,US05222714
US06009841,US05331931
US06009841,US05544626
US06009841,US05598814
US06009841,US05653198
US06009841,US05657726
US06009841,US05669341
US06009841,US05692463
US06009842,US04535733
US06009842,US04546735
US06009842,US04862845
US06009842,US05052350
US06009842,US05178105
US06009842,US05431432
US06009842,US05555860
US06009842,US05586527
US06009842,US05590906
US06009843,US03917110
US06009843,US04004889
US06009843,US04050956
US06009843,US04073474
US06009843,US04074671
US06009843,US04122817
US06009843,US04149910
US06009843,US04155492
US06009843,US04301213
US06009843,US04347076
US06009843,US04359022
US06009843,US04410285
US06009843,US04433652
US06009843,US04556022
US06009843,US04597367
US06009843,US04606883
US06009843,US04632074
US06009843,US04729546
US06009843,US04770549
US06009843,US04834036
US06009843,US04846837
US06009843,US04852531
US06009843,US04867116
US06009843,US04872431
US06009843,US04881500
US06009843,US04883778
US06009843,US04928645
US06009843,US05022918
US06009843,US05076866
US06009843,US05094200
US06009843,US05112415
US06009843,US05169460
US06009843,US05370092
US06009843,US05370364
US06009843,US05503122
US06009843,US05517956
US06009843,US05662745
US06009843,US05720246
US06009843,US05823158
US06009844,US04690104
US06009845,US04538557
US06009845,US04917066
US06009846,US05471966
US06009846,US05579744
US06009847,US05304049
US06009847,US05305716
US06009848,US04955339
US06009848,US05785031
US06009849,US04125094
US06009849,US05127378
US06009849,US05327864
US06009849,US05347964
US06009849,US05529038
US06009849,US05836284
US06009850,US03880131
US06009850,US03942914
US06009850,US04073275
US06009850,US04129253
US06009850,US04165723
US06009850,US04229148
US06009850,US04351283
US06009850,US04389987
US06009850,US04392612
US06009850,US04470545
US06009850,US04527737
US06009850,US04572433
US06009850,US04709679
US06009850,US04741314
US06009850,US04757794
US06009850,US04870936
US06009850,US04881506
US06009850,US04940037
US06009850,US04951874
US06009850,US04975029
US06009850,US05029568
US06009850,US05209208
US06009850,US05233955
US06009850,US05286178
US06009850,US05390851
US06009851,US04398514
US06009851,US04491108
US06009851,US04593663
US06009851,US04721082
US06009851,US05209214
US06009852,US04355550
US06009852,US04760823
US06009852,US04841447
US06009852,US04993283
US06009852,US05012779
US06009852,US05081597
US06009852,US05291802
US06009852,US05415143
US06009852,US05577979
US06009852,US05630394
US06009853,US05429090
US06009853,US05431139
US06009853,US05435284
US06009853,US05447133
US06009853,US05492097
US06009853,US05524589
US06009853,US05623906
US06009853,US05755201
US06009853,US05778853
US06009853,US05829409
US06009854,US05036821
US06009854,US05325834
US06009855,US04221192
US06009855,US04756289
US06009855,US04798186
US06009855,US04946106
US06009855,US05101800
US06009855,US05277156
US06009855,US05398658
US06009855,US05482021
US06009855,US05699770
US06009855,US05752487
US06009855,US05806494
US06009856,US03924583
US06009856,US04066213
US06009856,US04307693
US06009856,US04419977
US06009856,US04522182
US06009856,US04589596
US06009856,US05002480
US06009856,US05086980
US06009856,US05156129
US06009856,US05328100
US06009856,US05345913
US06009856,US05365907
US06009856,US05752487
US06009857,US03896779
US06009857,US04150651
US06009857,US04274382
US06009857,US04276863
US06009857,US04499876
US06009857,US04552114
US06009857,US04676214
US06009857,US04928642
US06009857,US05035212
US06009857,US05105779
US06009857,US05117790
US06009857,US05251590
US06009857,US05445128
US06009857,US05445129
US06009857,US05483927
US06009857,US05564391
US06009858,US05357944
US06009858,US05478213
US06009858,US05749717
US06009859,US04084564
US06009859,US04364355
US06009859,US05039284
US06009859,US05265997
US06009859,US05309885
US06009859,US05392750
US06009859,US05579739
US06009859,US05586858
US06009859,US05598827
US06009859,US05642719
US06009859,US05647331
US06009859,US05740784
US06009860,US04335697
US06009860,US04463734
US06009860,US04597364
US06009860,US04641625
US06009860,US04721078
US06009860,US04817568
US06009860,US04955326
US06009860,US05136986
US06009860,US05140959
US06009860,US05150685
US06009860,US05224457
US06009860,US05226396
US06009860,US05370097
US06009860,US05398724
US06009860,US05450829
US06009860,US05526786
US06009860,US05611316
US06009860,US05690078
US06009860,US05711270
US06009860,US05755210
US06009861,US04424790
US06009861,US04732116
US06009861,US04732117
US06009861,US04732118
US06009862,US04433666
US06009862,US04466415
US06009862,US04474008
US06009862,US04598684
US06009862,US04736728
US06009862,US05113835
US06009862,US05190017
US06009862,US05448974
US06009862,US05515833
US06009862,US05533489
US06009862,US05724950
US06009862,US05758309
US06009862,US05889203
US06009863,US04066055
US06009863,US05069192
US06009863,US05209191
US06009864,US03921606
US06009864,US03943905
US06009864,US04154205
US06009864,US04345575
US06009864,US04558683
US06009864,US04886036
US06009864,US04967037
US06009864,US05049786
US06009864,US05207208
US06009865,US03911887
US06009865,US04699115
US06009865,US05392753
US06009865,US05630384
US06009866,US04732128
US06009866,US05090387
US06009866,US05148795
US06009866,US05214267
US06009866,US05719778
US06009867,US04282854
US06009867,US04321907
US06009867,US04331125
US06009867,US04417565
US06009867,US04461270
US06009867,US04503835
US06009867,US04531507
US06009867,US05197455
US06009867,US05213075
US06009867,US05230325
US06009867,US05469835
US06009867,US05507274
US06009867,US05638807
US06009868,US04678123
US06009868,US04767416
US06009868,US04923448
US06009868,US05067655
US06009868,US05224471
US06009868,US05533501
US06009868,US05553501
US06009869,US04134547
US06009869,US04231973
US06009869,US04268460
US06009869,US04746067
US06009869,US04793556
US06009869,US04813611
US06009869,US05249740
US06009869,US05287847
US06009869,US05297543
US06009869,US05312046
US06009869,US05337740
US06009869,US05355872
US06009869,US05458135
US06009869,US05474059
US06009869,US05483953
US06009869,US05676130
US06009869,US05697361
US06009869,US05775320
US06009869,US05823434
US06009870,US05101819
US06009870,US05207623
US06009870,US05383448
US06009870,US05467764
US06009870,US05799652
US06009870,US05850833
US06009871,US04262686
US06009871,US05005570
US06009871,US05119810
US06009871,US05678540
US06009871,US05810002
US06009871,US05823186
US06009872,US03927676
US06009872,US03946742
US06009872,US03973569
US06009872,US03987798
US06009872,US04018221
US06009872,US04027666
US06009872,US04088136
US06009872,US04235229
US06009872,US04246897
US06009872,US04256099
US06009872,US04304228
US06009872,US04313437
US06009872,US04331144
US06009872,US04485822
US06009872,US04527559
US06009872,US04548200
US06009872,US04598705
US06009872,US04641646
US06009872,US04738662
US06009872,US04838867
US06009872,US04844061
US06009872,US04848331
US06009872,US04906234
US06009872,US05000741
US06009872,US05009227
US06009872,US05010884
US06009872,US05042477
US06009872,US05054482
US06009872,US05056515
US06009872,US05069206
US06009872,US05101822
US06009872,US05123410
US06009872,US05282463
US06009872,US05357952
US06009872,US05413095
US06009872,US05471980
US06009872,US05671732
US06009872,US05782236
US06009873,US03884225
US06009873,US03924282
US06009873,US04383713
US06009873,US04567887
US06009873,US04780921
US06009873,US05182828
US06009873,US05193238
US06009873,US05216772
US06009873,US05347669
US06009874,US04205669
US06009874,US04216951
US06009875,US05447947
US06009875,US05513661
US06009876,US04156124
US06009876,US04461285
US06009876,US04461294
US06009876,US04840175
US06009876,US04903695
US06009876,US04905711
US06009876,US04976709
US06009876,US05057104
US06009876,US05092863
US06009876,US05108412
US06009876,US05137530
US06009876,US05282797
US06009876,US05312395
US06009876,US05336215
US06009876,US05356409
US06009876,US05437657
US06009876,US05486172
US06009876,US05582608
US06009876,US05611795
US06009876,US05616139
US06009876,US05649922
US06009877,US03901241
US06009877,US04011872
US06009877,US04196724
US06009877,US04411266
US06009877,US04423812
US06009877,US04532924
US06009877,US04565200
US06009877,US04901737
US06009877,US04906203
US06009877,US04907589
US06009877,US04943290
US06009877,US04947842
US06009877,US04966597
US06009877,US04976711
US06009877,US05035696
US06009877,US05046512
US06009877,US05057107
US06009877,US05078717
US06009877,US05083565
US06009877,US05088979
US06009877,US05094233
US06009877,US05100423
US06009877,US05122137
US06009877,US05125928
US06009877,US05190541
US06009877,US05197963
US06009877,US05197964
US06009877,US05205287
US06009877,US05215103
US06009877,US05254126
US06009877,US05256138
US06009877,US05257451
US06009877,US05275162
US06009877,US05275608
US06009877,US05277201
US06009877,US05281216
US06009877,US05281217
US06009877,US05281218
US06009877,US05290286
US06009877,US05293869
US06009877,US05309910
US06009877,US05313943
US06009877,US05314466
US06009877,US05316020
US06009877,US05328467
US06009877,US05334196
US06009877,US05348554
US06009877,US05363861
US06009877,US05365926
US06009877,US05365945
US06009877,US05366490
US06009877,US05368557
US06009877,US05368592
US06009877,US05370675
US06009877,US05370678
US06009877,US05383876
US06009877,US05383917
US06009877,US05385544
US06009877,US05397339
US06009877,US05398683
US06009877,US05401272
US06009877,US05403311
US06009877,US05409453
US06009877,US05421819
US06009877,US05423808
US06009877,US05423811
US06009877,US05423812
US06009877,US05433739
US06009877,US05435805
US06009877,US05441499
US06009877,US05456662
US06009877,US05456682
US06009877,US05458596
US06009877,US05458597
US06009877,US05470308
US06009877,US05471982
US06009877,US05472441
US06009877,US05484400
US06009877,US05486161
US06009877,US05490984
US06009877,US05496271
US06009877,US05505728
US06009877,US05505730
US06009877,US05507743
US06009877,US05509419
US06009877,US05514130
US06009877,US05514131
US06009877,US05520684
US06009877,US05531676
US06009877,US05531677
US06009877,US05536240
US06009877,US05536267
US06009877,US05540655
US06009877,US05542915
US06009877,US05542916
US06009877,US05545161
US06009877,US05545171
US06009877,US05545193
US06009877,US05545434
US06009877,US05549108
US06009877,US05549644
US06009877,US05554110
US06009877,US05556377
US06009877,US05558672
US06009877,US05558673
US06009877,US05571116
US06009877,US05599345
US06009877,US05609151
US06009877,US05624439
US06009877,US05676674
US06009877,US05688490
US06009878,US04441498
US06009878,US04542532
US06009878,US04757816
US06009878,US04760837
US06009878,US05006115
US06009878,US05009644
US06009878,US05171228
US06009878,US05325873
US06009878,US05425367
US06009878,US05513637
US06009878,US05622169
US06009878,US05727552
US06009879,US04306573
US06009879,US04485826
US06009879,US04697603
US06009879,US04703764
US06009879,US05003996
US06009879,US05168882
US06009879,US05526826
US06009879,US05769096
US06009880,US03986257
US06009880,US04062109
US06009880,US04380120
US06009880,US04640011
US06009880,US04934050
US06009880,US04982747
US06009880,US04996771
US06009880,US05010644
US06009880,US05072511
US06009880,US05131146
US06009880,US05195544
US06009880,US05261160
US06009881,US04211247
US06009881,US04691720
US06009881,US04813439
US06009881,US05555899
US06009882,US05167245
US06009882,US05289834
US06009882,US05465741
US06009882,US05497795
US06009882,US05669399
US06009882,US05778904
US06009883,US03939850
US06009883,US04254324
US06009883,US04721121
US06009883,US04955145
US06009883,US05064993
US06009883,US05729907
US06009883,US05738121
US06009884,US03922521
US06009884,US04056111
US06009884,US04212311
US06009884,US04397326
US06009884,US04404977
US06009884,US04469934
US06009884,US04606342
US06009884,US04719931
US06009884,US04939340
US06009884,US05086793
US06009884,US05590669
US06009885,US04162010
US06009885,US04917131
US06009885,US04982751
US06009885,US05865194
US06009886,US04122983
US06009886,US04201490
US06009886,US04269207
US06009886,US04957125
US06009886,US05026191
US06009886,US05033898
US06009886,US05842487
US06009887,US04148318
US06009887,US04225254
US06009887,US04299005
US06009887,US04308879
US06009887,US04455705
US06009887,US04483356
US06009887,US04609301
US06009887,US04618279
US06009887,US04658461
US06009887,US04747720
US06009887,US04925327
US06009887,US04927283
US06009887,US04936700
US06009887,US05088849
US06009887,US05125757
US06009887,US05299877
US06009887,US05509744
US06009887,US05566418
US06009887,US05581838
US06009887,US05615962
US06009887,US05659916
US06009888,US04718974
US06009888,US05035918
US06009888,US05114834
US06009888,US05381807
US06009888,US05630904
US06009889,US04154624
US06009889,US04313767
US06009889,US05135014
US06009889,US05356481
US06009889,US05363866
US06009889,US05409545
US06009889,US05425385
US06009889,US05441063
US06009889,US05507060
US06009889,US05598859
US06009889,US05706842
US06009890,US04408560
US06009890,US04693777
US06009890,US04715392
US06009890,US04828878
US06009890,US05158616
US06009890,US05297568
US06009890,US05314509
US06009890,US05379784
US06009890,US05381808
US06009890,US05431179
US06009890,US05482068
US06009890,US05485644
US06009890,US05520744
US06009890,US05795405
US06009891,US05172712
US06009891,US05430980
US06009891,US05664595
US06009891,US05673444
US06009891,US05678587
US06009892,US05575307
US06009892,US05590678
US06009892,US05732826
US06009893,US04901750
US06009893,US05010917
US06009893,US05355966
US06009894,US04413644
US06009894,US04494564
US06009894,US04657178
US06009894,US04705066
US06009894,US04979883
US06009894,US05081913
US06009894,US05344364
US06009894,US05720658
US06009895,US03911950
US06009895,US04015622
US06009895,US04413645
US06009895,US04478587
US06009895,US04549870
US06009895,US04669498
US06009895,US04709722
US06009895,US04927397
US06009895,US05188142
US06009895,US05203831
US06009896,US04552167
US06009896,US04605035
US06009896,US04655253
US06009896,US05645102
US06009896,US05649686
US06009897,US05871030
US06009898,US04776060
US06009898,US04860703
US06009898,US05034036
US06009898,US05564513
US06009898,US05575247
US06009899,US04090534
US06009899,US04182359
US06009899,US04531359
US06009899,US04760989
US06009899,US05538037
US06009900,US04655246
US06009900,US05809780
US06009901,US04135551
US06009901,US04618171
US06009901,US04687016
US06009901,US04948094
US06009901,US04971107
US06009901,US04989630
US06009901,US05078170
US06009901,US05273071
US06009901,US05407175
US06009901,US05628344
US06009902,US04971107
US06009902,US05465754
US06009905,US03984052
US06009905,US05381996
US06009905,US05570581
US06009906,US03860353
US06009906,US04156127
US06009906,US04215726
US06009906,US04440154
US06009906,US04649959
US06009906,US04651781
US06009906,US04770211
US06009906,US04773448
US06009906,US05339865
US06009906,US05538043
US06009907,US04017102
US06009907,US04116009
US06009907,US04121858
US06009907,US04691740
US06009907,US04774872
US06009907,US05526846
US06009908,US04199955
US06009908,US04448243
US06009908,US04451966
US06009908,US04475584
US06009908,US04585059
US06009908,US04886305
US06009908,US04906496
US06009908,US05076242
US06009908,US05097898
US06009908,US05423353
US06009908,US05433252
US06009908,US05449204
US06009908,US05456502
US06009908,US05511384
US06009908,US05611373
US06009909,US03883267
US06009909,US04172474
US06009909,US04927191
US06009909,US04996202
US06009909,US05259418
US06009909,US05305799
US06009909,US05311753
US06009909,US05393260
US06009909,US05720656
US06009909,US05803506
US06009910,US05593701
US06009910,US05707701
US06009910,US05780132
US06009911,US03893488
US06009911,US04643927
US06009911,US05474822
US06009911,US05699835
US06009911,US05706865
US06009912,US03868433
US06009912,US03877136
US06009912,US04312902
US06009912,US04472475
US06009912,US04575400
US06009912,US04606953
US06009912,US04630650
US06009912,US04689174
US06009912,US04763830
US06009912,US04838317
US06009912,US04964440
US06009912,US05300336
US06009912,US05316606
US06009912,US05356679
US06009913,US04421569
US06009913,US04481239
US06009913,US04499136
US06009913,US04510007
US06009913,US05207248
US06009913,US05385655
US06009913,US05484541
US06009914,US04267863
US06009914,US04324083
US06009914,US05051019
US06009914,US05263296
US06009915,US03962224
US06009915,US04351369
US06009915,US04637229
US06009915,US05146955
US06009915,US05423355
US06009915,US05632308
US06009916,US04103716
US06009916,US04353396
US06009916,US04449884
US06009916,US04781517
US06009916,US05162603
US06009916,US05518039
US06009916,US05524678
US06009916,US05547330
US06009916,US05586582
US06009917,US04007762
US06009917,US05123454
US06009917,US05419375
US06009918,US03895655
US06009918,US04106530
US06009919,US04548125
US06009919,US04607965
US06009919,US04730645
US06009919,US05174633
US06009919,US05348054
US06009919,US05447181
US06009919,US05740840
US06009920,US03911977
US06009920,US04274549
US06009920,US04498600
US06009920,US04630749
US06009920,US04651889
US06009920,US04706708
US06009920,US04714172
US06009920,US04719949
US06009920,US04747508
US06009920,US04765504
US06009920,US04816045
US06009920,US04941587
US06009920,US04946060
US06009920,US04966299
US06009920,US05022433
US06009920,US05042678
US06009920,US05056570
US06009920,US05071018
US06009920,US05103877
US06009920,US05186220
US06009920,US05271438
US06009920,US05404906
US06009920,US05732840
US06009920,US05740842
US06009920,US05791387
US06009921,US03896863
US06009921,US03955608
US06009921,US04369823
US06009921,US04784197
US06009921,US05005621
US06009921,US05019123
US06009921,US05197524
US06009921,US05381976
US06009921,US05464164
US06009921,US05752665
US06009921,US05839490
US06009922,US04074741
US06009922,US04187894
US06009922,US04207939
US06009922,US04280544
US06009922,US04287925
US06009922,US04334569
US06009922,US04368769
US06009922,US04391315
US06009922,US04825923
US06009923,US03869418
US06009923,US04117036
US06009923,US04174358
US06009923,US04616686
US06009923,US04725649
US06009923,US04987192
US06009923,US05093418
US06009923,US05093426
US06009923,US05122569
US06009923,US05342896
US06009923,US05464899
US06009923,US05484005
US06009923,US05494091
US06009923,US05494958
US06009923,US05776294
US06009924,US04108713
US06009924,US04271763
US06009924,US04678386
US06009924,US05213462
US06009924,US05219453
US06009924,US05246325
US06009925,US03982992
US06009925,US04000029
US06009925,US04300892
US06009925,US04769106
US06009925,US05200123
US06009925,US05266150
US06009925,US05312507
US06009925,US05403421
US06009925,US05469863
US06009925,US05472549
US06009925,US05476570
US06009925,US05545275
US06009925,US05601889
US06009925,US05616199
US06009925,US05635014
US06009926,US04124436
US06009926,US04255220
US06009926,US04475978
US06009926,US04595447
US06009926,US05750004
US06009927,US04082250
US06009927,US04194726
US06009927,US04749433
US06009927,US04790059
US06009927,US04846443
US06009927,US04861219
US06009927,US05234197
US06009927,US05261643
US06009927,US05385335
US06009927,US05459897
US06009927,US05529287
US06009928,US04064653
US06009928,US04271631
US06009928,US04274468
US06009928,US04538662
US06009928,US05379824
US06009929,US04691958
US06009929,US04759270
US06009929,US04890869
US06009929,US05309972
US06009929,US05365707
US06009929,US05502934
US06009930,US03866365
US06009930,US04056985
US06009930,US04161850
US06009930,US04192106
US06009930,US04443911
US06009930,US04444240
US06009930,US04448231
US06009930,US04569163
US06009930,US04606394
US06009930,US04802467
US06009930,US04916926
US06009930,US04932172
US06009930,US04995144
US06009930,US05214885
US06009930,US05272848
US06009930,US05537766
US06009930,US05570971
US06009931,US04623012
US06009931,US04697630
US06009931,US04699196
US06009931,US05184660
US06009931,US05228491
US06009931,US05232037
US06009931,US05293921
US06009931,US05297608
US06009931,US05645685
US06009931,US05662154
US06009932,US03909051
US06009932,US04094099
US06009932,US04643469
US06009932,US04751766
US06009932,US04767139
US06009932,US04784416
US06009932,US04793100
US06009932,US05127686
US06009932,US05192097
US06009932,US05257839
US06009932,US05315850
US06009932,US05484176
US06009932,US05535550
US06009932,US05671958
US06009932,US05681066
US06009932,US05878606
US06009933,US04785868
US06009933,US04932961
US06009933,US05002564
US06009933,US05002565
US06009933,US05030228
US06009933,US05575780
US06009933,US05683416
US06009933,US05749897
US06009933,US05752942
US06009934,US04362268
US06009934,US04364429
US06009934,US04365663
US06009934,US04383574
US06009934,US04407354
US06009934,US04427056
US06009934,US04513808
US06009934,US04702307
US06009934,US04828018
US06009934,US04852639
US06009934,US05016815
US06009934,US05152335
US06009934,US05220805
US06009934,US05626186
US06009934,US05755282
US06009935,US04129181
US06009935,US04503906
US06009935,US04567351
US06009935,US04787441
US06009935,US04909316
US06009935,US05076350
US06009935,US05156208
US06009936,US04236578
US06009936,US05046556
US06009936,US05240070
US06009936,US05309982
US06009937,US05014776
US06009937,US05038858
US06009937,US05351748
US06009937,US05375655
US06009937,US05464054
US06009937,US05499450
US06009937,US05542176
US06009937,US05597035
US06009937,US05653280
US06009937,US05653285
US06009937,US05682948
US06009937,US05771966
US06009938,US04304296
US06009938,US04777560
US06009938,US04800956
US06009938,US04884331
US06009938,US05042257
US06009938,US05304846
US06009938,US05381859
US06009938,US05535816
US06009938,US05574626
US06009938,US05609202
US06009938,US05682948
US06009938,US05719745
US06009938,US05775410
US06009938,US05787976
US06009938,US05829514
US06009938,US05880930
US06009938,US05912802
US06009939,US03896871
US06009939,US04237966
US06009939,US04353409
US06009939,US04682648
US06009939,US04711394
US06009939,US04716957
US06009939,US04947928
US06009939,US04997029
US06009939,US05181653
US06009939,US05279458
US06009939,US05348078
US06009939,US05427175
US06009940,US04616705
US06009941,US04403654
US06009941,US04546830
US06009941,US04570707
US06009941,US05049037
US06009941,US05443120
US06009941,US05465788
US06009941,US05579838
US06009941,US05706892
US06009942,US03960366
US06009942,US04133418
US06009942,US04291724
US06009942,US04440222
US06009942,US05129459
US06009942,US05311936
US06009942,US05377762
US06009942,US05427177
US06009942,US05454430
US06009942,US05474131
US06009942,US05732773
US06009943,US04237979
US06009943,US04712614
US06009943,US04830103
US06009943,US05553672
US06009943,US05690172
US06009944,US03971436
US06009944,US04042014
US06009944,US04047566
US06009944,US04164980
US06009944,US04674569
US06009944,US04674573
US06009944,US04706747
US06009944,US04917184
US06009944,US05004048
US06009944,US05024273
US06009944,US05095988
US06009944,US05165474
US06009944,US05178216
US06009944,US05224540
US06009944,US05246069
US06009944,US05279370
US06009944,US05390736
US06009944,US05392852
US06009944,US05413172
US06009944,US05435390
US06009944,US05443122
US06009944,US05553667
US06009944,US05762139
US06009944,US05765641
US06009944,US05787979
US06009944,US05813457
US06009944,US05829526
US06009944,US05833022
US06009944,US05856790
US06009945,US04335786
US06009945,US04700783
US06009945,US04834176
US06009945,US04844156
US06009945,US04844166
US06009945,US05046558
US06009945,US05390737
US06009945,US05404945
US06009945,US05507343
US06009945,US05562161
US06009945,US05893415
US06009946,US03918523
US06009946,US03946569
US06009946,US04267062
US06009946,US04278025
US06009946,US04936386
US06009946,US05041330
US06009946,US05476142
US06009946,US05611400
US06009946,US05657822
US06009947,US05056595
US06009948,US04236580
US06009948,US04384625
US06009948,US04667742
US06009948,US04673037
US06009948,US04881406
US06009948,US05370180
US06009949,US05325924
US06009949,US05388648
US06009949,US05462120
US06009949,US05472048
US06009950,US04456070
US06009950,US04457489
US06009950,US04848472
US06009950,US04878783
US06009950,US04949938
US06009950,US05088558
US06009950,US05738172
US06009951,US04349204
US06009951,US04403660
US06009951,US04424861
US06009951,US04440226
US06009951,US04484626
US06009951,US05101908
US06009951,US05143154
US06009951,US05184677
US06009951,US05197542
US06009951,US05220959
US06009951,US05226485
US06009951,US05271469
US06009951,US05488994
US06009952,US04182340
US06009952,US04565250
US06009952,US04691782
US06009952,US04869400
US06009952,US04917192
US06009952,US05199498
US06009952,US05222561
US06009952,US05330008
US06009952,US05451629
US06009952,US05505264
US06009952,US05698623
US06009952,US05699861
US06009952,US05706898
US06009953,US04259038
US06009953,US04337830
US06009953,US04436487
US06009953,US04587862
US06009953,US04633895
US06009953,US04694228
US06009953,US04751439
US06009953,US04795314
US06009953,US04833586
US06009953,US04899825
US06009953,US04983891
US06009953,US05096389
US06009953,US05145014
US06009953,US05156005
US06009953,US05174383
US06009953,US05218988
US06009953,US05232052
US06009953,US05494112
US06009955,US04048929
US06009955,US04131221
US06009955,US04212254
US06009955,US04213408
US06009955,US04244306
US06009955,US04245706
US06009955,US04261593
US06009955,US04267783
US06009955,US04277581
US06009955,US04406329
US06009955,US04407371
US06009955,US04550122
US06009955,US04677922
US06009955,US04762075
US06009955,US05025736
US06009955,US05027724
US06009955,US05477792
US06009955,US05623997
US06009956,US04181257
US06009956,US04488683
US06009956,US05005806
US06009957,US04184719
US06009957,US04682899
US06009957,US04925320
US06009957,US05000271
US06009957,US05549390
US06009957,US05560713
US06009958,US04244614
US06009958,US05474141
US06009959,US03993359
US06009959,US04019641
US06009959,US04030558
US06009959,US04565086
US06009959,US04595422
US06009959,US04793423
US06009959,US04878576
US06009959,US04942929
US06009959,US05016717
US06009959,US05109933
US06009959,US05190085
US06009959,US05322393
US06009959,US05341856
US06009959,US05344570
US06009959,US05402857
US06009960,US03938589
US06009960,US04230192
US06009960,US04256192
US06009960,US04317490
US06009960,US04371045
US06009960,US04406328
US06009960,US04552229
US06009960,US04553613
US06009960,US04576234
US06009960,US04603749
US06009960,US04605075
US06009960,US04606416
US06009960,US04607710
US06009960,US04638872
US06009960,US04651828
US06009960,US04651835
US06009960,US04664205
US06009960,US04735269
US06009960,US04887676
US06009960,US04930587
US06009960,US04950844
US06009960,US05010765
US06009960,US05253720
US06009961,US04431065
US06009961,US04461361
US06009961,US05139098
US06009961,US05402856
US06009962,US03885637
US06009962,US03938599
US06009962,US04200159
US06009962,US04266621
US06009962,US04350215
US06009962,US04351401
US06009962,US04554986
US06009962,US05090491
US06009963,US03902864
US06009963,US04452325
US06009963,US04629373
US06009963,US04705123
US06009963,US04726718
US06009963,US04898252
US06009963,US04928777
US06009963,US04972637
US06009963,US05030276
US06009963,US05096465
US06009963,US05120327
US06009963,US05199832
US06009963,US05205684
US06009963,US05238074
US06009963,US05355969
US06009963,US05435403
US06009963,US05460233
US06009963,US05590729
US06009963,US05622233
US06009963,US05669271
US06009963,US05711702
US06009963,US05740874
US06009964,US03896892
US06009964,US04169513
US06009964,US04281734
US06009964,US04511825
US06009964,US04979582
US06009964,US05103125
US06009964,US05137100
US06009964,US05246082
US06009964,US05253724
US06009964,US05366037
US06009964,US05406674
US06009964,US05409074
US06009964,US05427193
US06009964,US05504971
US06009964,US05529134
US06009964,US05560204
US06009964,US05732786
US06009964,US05771988
US06009964,US05818189
US06009965,US05323868
US06009965,US05562565
US06009965,US05680764
US06009965,US05842534
US06009965,US05848529
US06009965,US05862497
US06009965,US05875864
US06009966,US03882948
US06009966,US03884314
US06009966,US04337958
US06009966,US04372567
US06009966,US04489954
US06009966,US04671521
US06009966,US05029664
US06009966,US05054798
US06009967,US04955449
US06009967,US05586953
US06009967,US05813936
US06009967,US05850887
US06009967,US05921889
US06009969,US04511011
US06009969,US05005131
US06009969,US05301768
US06009969,US05332059
US06009969,US05535124
US06009969,US05570755
US06009970,US03859482
US06009970,US04346913
US06009971,US04867268
US06009971,US04871046
US06009971,US05424495
US06009971,US05448025
US06009971,US05528004
US06009971,US05587561
US06009971,US05686706
US06009971,US05808244
US06009972,US04673057
US06009972,US04890689
US06009973,US04606430
US06009973,US04767091
US06009973,US04799639
US06009973,US05607029
US06009974,US04678061
US06009974,US04754842
US06009974,US05180032
US06009975,US04095670
US06009975,US04125174
US06009975,US05183625
US06009976,US03998416
US06009976,US04077595
US06009976,US04643274
US06009976,US04714162
US06009976,US04964601
US06009976,US04979710
US06009976,US05542535
US06009977,US04059871
US06009977,US04657110
US06009977,US05146655
US06009977,US05472036
US06009977,US05860493
US06009978,US04334596
US06009978,US04726448
US06009978,US04736818
US06009978,US04781121
US06009978,US05236063
US06009978,US05358072
US06009978,US05463963
US06009978,US05477941
US06009978,US05598782
US06009978,US05687814
US06009979,US04225012
US06009979,US05203265
US06009980,US04132293
US06009980,US05067597
US06009980,US05193375
US06009980,US05263900
US06009980,US05350041
US06009980,US05352305
US06009980,US05772285
US06009981,US04469201
US06009981,US04475607
US06009981,US04564088
US06009981,US04577732
US06009981,US04586425
US06009981,US04601232
US06009981,US04791855
US06009981,US04823919
US06009981,US04827293
US06009981,US04844677
US06009981,US04989909
US06009981,US05111913
US06009981,US05115889
US06009981,US05184700
US06009981,US05219045
US06009981,US05261509
US06009981,US05299787
US06009981,US05301569
US06009981,US05351789
US06009981,US05441129
US06009982,US04679775
US06009982,US04724923
US06009982,US04796911
US06009982,US04893699
US06009982,US05277281
US06009982,US05284330
US06009982,US05382373
US06009982,US05398917
US06009982,US05492312
US06009982,US05573088
US06009983,US04236607
US06009983,US04635910
US06009983,US05435531
US06009983,US05439082
US06009984,US04131325
US06009984,US04610338
US06009984,US04684177
US06009984,US04708406
US06009984,US04717207
US06009984,US04802562
US06009984,US05129496
US06009985,US04470121
US06009985,US04715559
US06009985,US05052529
US06009985,US05174552
US06009985,US05231336
US06009985,US05310137
US06009985,US05526292
US06009985,US05551650
US06009986,US04494634
US06009986,US04744547
US06009987,US05193656
US06009987,US05263562
US06009987,US05351794
US06009987,US05878854
US06009988,US05527238
US06009988,US05662552
US06009989,US04572343
US06009989,US04592392
US06009989,US04875565
US06009989,US05313988
US06009990,US03934375
US06009990,US04217977
US06009990,US04239445
US06009990,US04552260
US06009990,US04656949
US06009990,US04681208
US06009990,US04881633
US06009990,US04928806
US06009990,US04991707
US06009990,US05133444
US06009990,US05213192
US06009990,US05242043
US06009990,US05398802
US06009991,US03880298
